Sample_ID,New_ID,Site,Population,Year,Geo_Region,Collection,ID.1,Project,ProcessingSheetId,Result.File.Type,Old_Site,Paper_ID,Extraction.Plate,Position,Nanodrop.ng.uL,X260.280,X260.230,Qubit..ng.uL.,Quality.Sample.Plate,Position.1,Volume,Volume.for.150.ng,Volume.Dispensed,Submission.Plate,Position.2,Volume.1,Qubit..ng.uL..1,Notes
NS.1493.004.IDT_i7_21---IDT_i5_21.286,OregonCreek_2010_Centre_286,OregonCreek,S29,2010,Centre,Both,286,Mimulus Timeseries Population Angert 2020,286_MPS12345939_B04,FASTQ,Oregon Creek,6,01-Jul,B12,100.9,2,2.3,12.5,Quality Mimulus Plate 7 Angert 2020 DM,B12,100,12,40,Angert Mimulus Ð 7,B12,40,12.5,
NS.1493.004.IDT_i7_106---IDT_i5_106.287,OregonCreek_2010_Centre_287,OregonCreek,S29,2010,Centre,Both,287,Mimulus Timeseries Population Angert 2020,287_MPS12345945_A05,FASTQ,Oregon Creek,6,R-2,G6,104.9,1.9,2,16,Quality Mimulus Plate 7 Angert 2020 DM,C12,45,10,40,Angert Mimulus Ð 7,C12,40,16,
NS.1493.004.IDT_i7_45---IDT_i5_45.288,OregonCreek_2010_Centre_288,OregonCreek,S29,2010,Centre,Both,288,Mimulus Timeseries Population Angert 2020,288_MPS12345939_D04,FASTQ,Oregon Creek,6,R-2,H6,579.3,1.9,2.4,88.4,Quality Mimulus Plate 7 Angert 2020 DM,D12,45,2,40,Angert Mimulus Ð 7,D12,40,88.4,
NS.1493.004.IDT_i7_57---IDT_i5_57.289,OregonCreek_2010_Centre_289,OregonCreek,S29,2010,Centre,Both,289,Mimulus Timeseries Population Angert 2020,289_MPS12345939_E04,FASTQ,Oregon Creek,6,01-Jul,E12,61,1.8,2.3,20.3,Quality Mimulus Plate 7 Angert 2020 DM,E12,100,8,40,Angert Mimulus Ð 7,E12,40,20.3,
NS.1493.004.IDT_i7_69---IDT_i5_69.290,OregonCreek_2010_Centre_290,OregonCreek,S29,2010,Centre,Both,290,Mimulus Timeseries Population Angert 2020,290_MPS12345939_F04,FASTQ,Oregon Creek,6,01-Jul,F12,31.6,2,2.5,6.5,Quality Mimulus Plate 7 Angert 2020 DM,F12,100,24,40,Angert Mimulus Ð 7,F12,40,6.51,
NS.1493.004.IDT_i7_81---IDT_i5_81.291,OregonCreek_2013_Centre_291,OregonCreek,S29,2013,Centre,Timeseries,291,Mimulus Timeseries Population Angert 2020,291_MPS12345939_G04,FASTQ,Oregon Creek,6,01-Jul,G12,96.3,1.9,2.5,21.2,Quality Mimulus Plate 7 Angert 2020 DM,G12,100,8,40,Angert Mimulus Ð 7,G12,40,21.2,
NS.1493.004.IDT_i7_93---IDT_i5_93.292,OregonCreek_2013_Centre_292,OregonCreek,S29,2013,Centre,Timeseries,292,Mimulus Timeseries Population Angert 2020,292_MPS12345939_H04,FASTQ,Oregon Creek,6,R-2,A7,56.3,1.9,1.9,19.9,Quality Mimulus Plate 7 Angert 2020 DM,H12,45,8,40,Angert Mimulus Ð 7,H12,40,19.9,
NS.1493.003.IDT_i7_103---IDT_i5_103.293,OregonCreek_2014_Centre_293,OregonCreek,S29,2014,Centre,Timeseries,293,Mimulus Timeseries Population Angert 2020,293_MPS12345930_A05,FASTQ,Oregon Creek,6,R-2,B7,234.8,1.9,2.2,55.9,Quality Mimulus Plate 4 Angert 2020 DM,A1,45,3,40,Angert Mimulus Ð 4,A1,40,55.9,
NS.1493.004.IDT_i7_117---IDT_i5_117.294,OregonCreek_2014_Centre_294,OregonCreek,S29,2014,Centre,Timeseries,294,Mimulus Timeseries Population Angert 2020,294_MPS12345945_B04,FASTQ,Oregon Creek,6,01-Apr,B1,111.7,1.9,2.3,10.6,Quality Mimulus Plate 4 Angert 2020 DM,B1,65,15,40,Angert Mimulus Ð 4,B1,40,10.6,
NS.1493.003.IDT_i7_127---IDT_i5_127.295,OregonCreek_2014_Centre_295,OregonCreek,S29,2014,Centre,Timeseries,295,Mimulus Timeseries Population Angert 2020,295_MPS12345930_C05,FASTQ,Oregon Creek,6,R-2,C7,148.3,1.9,2.2,39.3,Quality Mimulus Plate 4 Angert 2020 DM,C1,45,4,40,Angert Mimulus Ð 4,C1,40,39.3,
NS.1493.003.IDT_i7_125---IDT_i5_125.296,OregonCreek_2014_Centre_296,OregonCreek,S29,2014,Centre,Timeseries,296,Mimulus Timeseries Population Angert 2020,296_MPS12345930_C03,FASTQ,Oregon Creek,6,R-5,F6,153.3,1.9,2.2,43.8,Quality Mimulus Plate 4 Angert 2020 DM,D1,65,4,40,Angert Mimulus Ð 4,D1,40,43.8,
NS.1493.003.IDT_i7_139---IDT_i5_139.297,OregonCreek_2014_Centre_297,OregonCreek,S29,2014,Centre,Timeseries,297,Mimulus Timeseries Population Angert 2020,297_MPS12345930_D05,FASTQ,Oregon Creek,6,01-Apr,E1,93.3,1.9,2.4,6.9,Quality Mimulus Plate 4 Angert 2020 DM,E1,65,22,40,Angert Mimulus Ð 4,E1,40,6.88,
NS.1493.003.IDT_i7_151---IDT_i5_151.298,OregonCreek_2014_Centre_298,OregonCreek,S29,2014,Centre,Timeseries,298,Mimulus Timeseries Population Angert 2020,298_MPS12345930_E05,FASTQ,Oregon Creek,6,R-2,E7,82.7,1.9,2.2,19.4,Quality Mimulus Plate 4 Angert 2020 DM,F1,45,8,40,Angert Mimulus Ð 4,F1,40,19.4,
NS.1493.003.IDT_i7_163---IDT_i5_163.299,OregonCreek_2014_Centre_299,OregonCreek,S29,2014,Centre,Timeseries,299,Mimulus Timeseries Population Angert 2020,299_MPS12345930_F05,FASTQ,Oregon Creek,6,01-Apr,G1,99.5,2,2.4,8.5,Quality Mimulus Plate 4 Angert 2020 DM,G1,70,18,40,Angert Mimulus Ð 4,G1,40,8.47,
NS.1493.003.IDT_i7_175---IDT_i5_175.300,OregonCreek_2014_Centre_300,OregonCreek,S29,2014,Centre,Timeseries,300,Mimulus Timeseries Population Angert 2020,300_MPS12345930_G05,FASTQ,Oregon Creek,6,01-Apr,H1,245.4,1.9,2.3,11.1,Quality Mimulus Plate 4 Angert 2020 DM,H1,70,14,40,Angert Mimulus Ð 4,H1,40,11.1,
NS.1493.003.IDT_i7_187---IDT_i5_187.302,OregonCreek_2015_Centre_302,OregonCreek,S29,2015,Centre,Timeseries,302,Mimulus Timeseries Population Angert 2020,302_MPS12345930_H05,FASTQ,Oregon Creek,6,01-Apr,A2,80.4,1.9,2.4,15.6,Quality Mimulus Plate 4 Angert 2020 DM,A2,65,10,40,Angert Mimulus Ð 4,A2,40,15.6,
NS.1493.004.IDT_i7_65---IDT_i5_65.303,OregonCreek_2015_Centre_303,OregonCreek,S29,2015,Centre,Timeseries,303,Mimulus Timeseries Population Angert 2020,303_MPS12346083_F04,FASTQ,Oregon Creek,6,R-4,D12,24.1,1.7,1.6,15.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E12,40,10,40,Angert Mimulus Ð 8,E12,40,15.6,
NS.1493.003.IDT_i7_104---IDT_i5_104.304,OregonCreek_2016_Centre_304,OregonCreek,S29,2016,Centre,Timeseries,304,Mimulus Timeseries Population Angert 2020,304_MPS12345930_A06,FASTQ,Oregon Creek,6,01-Apr,B2,169.7,1.9,2.3,23.8,Quality Mimulus Plate 4 Angert 2020 DM,B2,65,7,40,Angert Mimulus Ð 4,B2,40,23.8,
NS.1493.003.IDT_i7_116---IDT_i5_116.305,Wawona_2010_Centre_305,Wawona,S32,2010,Centre,Both,305,Mimulus Timeseries Population Angert 2020,305_MPS12345930_B06,FASTQ,Wawona,5,01-Apr,C2,160,1.9,2.3,17,Quality Mimulus Plate 4 Angert 2020 DM,C2,65,9,40,Angert Mimulus Ð 4,C2,40,17,
NS.1493.003.IDT_i7_128---IDT_i5_128.306,Wawona_2010_Centre_306,Wawona,S32,2010,Centre,Both,306,Mimulus Timeseries Population Angert 2020,306_MPS12345930_C06,FASTQ,Wawona,5,01-Apr,D2,442.2,1.9,2.3,34.3,Quality Mimulus Plate 4 Angert 2020 DM,D2,65,5,40,Angert Mimulus Ð 4,D2,40,34.3,
NS.1493.003.IDT_i7_140---IDT_i5_140.307,Wawona_2010_Centre_307,Wawona,S32,2010,Centre,Both,307,Mimulus Timeseries Population Angert 2020,307_MPS12345930_D06,FASTQ,Wawona,5,01-Apr,E2,60,1.7,2.1,7.6,Quality Mimulus Plate 4 Angert 2020 DM,E2,65,20,40,Angert Mimulus Ð 4,E2,40,7.63,
NS.1493.003.IDT_i7_152---IDT_i5_152.308,Wawona_2010_Centre_308,Wawona,S32,2010,Centre,Both,308,Mimulus Timeseries Population Angert 2020,308_MPS12345930_E06,FASTQ,Wawona,5,01-Apr,F2,171.3,1.9,2.4,15.2,Quality Mimulus Plate 4 Angert 2020 DM,F2,65,10,40,Angert Mimulus Ð 4,F2,40,15.2,
NS.1493.003.IDT_i7_137---IDT_i5_137.309,Wawona_2010_Centre_309,Wawona,S32,2010,Centre,Both,309,Mimulus Timeseries Population Angert 2020,309_MPS12345930_D03,FASTQ,Wawona,5,01-Apr,G2,438.7,1.9,2.3,5.5,Quality Mimulus Plate 4 Angert 2020 DM,G2,65,28,40,Angert Mimulus Ð 4,G2,40,5.5,
NS.1493.003.IDT_i7_164---IDT_i5_164.310,Wawona_2010_Centre_310,Wawona,S32,2010,Centre,Both,310,Mimulus Timeseries Population Angert 2020,310_MPS12345930_F06,FASTQ,Wawona,5,01-Apr,H2,167.2,1.9,2.3,12.9,Quality Mimulus Plate 4 Angert 2020 DM,H2,65,12,40,Angert Mimulus Ð 4,H2,40,12.9,
NS.1493.003.IDT_i7_176---IDT_i5_176.311,Wawona_2010_Centre_311,Wawona,S32,2010,Centre,Both,311,Mimulus Timeseries Population Angert 2020,311_MPS12345930_G06,FASTQ,Wawona,5,01-Apr,A3,132,1.8,2.2,18.8,Quality Mimulus Plate 4 Angert 2020 DM,A3,65,8,40,Angert Mimulus Ð 4,A3,40,18.8,
NS.1493.003.IDT_i7_188---IDT_i5_188.312,Wawona_2012_Centre_312,Wawona,S32,2012,Centre,Timeseries,312,Mimulus Timeseries Population Angert 2020,312_MPS12345930_H06,FASTQ,Wawona,5,01-Apr,B3,89.7,1.8,2.3,8.8,Quality Mimulus Plate 4 Angert 2020 DM,B3,65,17,40,Angert Mimulus Ð 4,B3,40,8.83,
NS.1493.003.IDT_i7_105---IDT_i5_105.313,Wawona_2012_Centre_313,Wawona,S32,2012,Centre,Timeseries,313,Mimulus Timeseries Population Angert 2020,313_MPS12345930_A07,FASTQ,Wawona,5,01-Apr,C3,43,1.8,1.5,5.8,Quality Mimulus Plate 4 Angert 2020 DM,C3,65,26,40,Angert Mimulus Ð 4,C3,40,5.84,
NS.1493.003.IDT_i7_117---IDT_i5_117.314,Wawona_2012_Centre_314,Wawona,S32,2012,Centre,Timeseries,314,Mimulus Timeseries Population Angert 2020,314_MPS12345930_B07,FASTQ,Wawona,5,01-Apr,D3,153.8,1.9,2.4,17.6,Quality Mimulus Plate 4 Angert 2020 DM,D3,65,9,40,Angert Mimulus Ð 4,D3,40,17.6,
NS.1493.003.IDT_i7_129---IDT_i5_129.315,Wawona_2012_Centre_315,Wawona,S32,2012,Centre,Timeseries,315,Mimulus Timeseries Population Angert 2020,315_MPS12345930_C07,FASTQ,Wawona,5,01-Apr,E3,205.6,1.9,2.4,23,Quality Mimulus Plate 4 Angert 2020 DM,E3,65,7,40,Angert Mimulus Ð 4,E3,40,23,
NS.1493.003.IDT_i7_141---IDT_i5_141.316,Wawona_2012_Centre_316,Wawona,S32,2012,Centre,Timeseries,316,Mimulus Timeseries Population Angert 2020,316_MPS12345930_D07,FASTQ,Wawona,5,R-2,F7,71.4,1.9,2.1,22.3,Quality Mimulus Plate 4 Angert 2020 DM,F3,65,7,40,Angert Mimulus Ð 4,F3,40,22.3,
NS.1493.003.IDT_i7_153---IDT_i5_153.317,Wawona_2012_Centre_317,Wawona,S32,2012,Centre,Timeseries,317,Mimulus Timeseries Population Angert 2020,317_MPS12345930_E07,FASTQ,Wawona,5,01-Apr,G3,250.2,1.9,2.3,29.6,Quality Mimulus Plate 4 Angert 2020 DM,G3,65,6,40,Angert Mimulus Ð 4,G3,40,29.6,
NS.1493.003.IDT_i7_165---IDT_i5_165.318,Wawona_2012_Centre_318,Wawona,S32,2012,Centre,Timeseries,318,Mimulus Timeseries Population Angert 2020,318_MPS12345930_F07,FASTQ,Wawona,5,01-Apr,H3,220.1,1.9,2.3,17.4,Quality Mimulus Plate 4 Angert 2020 DM,H3,65,9,40,Angert Mimulus Ð 4,H3,40,17.4,
NS.1493.003.IDT_i7_177---IDT_i5_177.319,Wawona_2012_Centre_319,Wawona,S32,2012,Centre,Timeseries,319,Mimulus Timeseries Population Angert 2020,319_MPS12345930_G07,FASTQ,Wawona,5,01-Apr,A4,19.6,1.6,2.4,8.3,Quality Mimulus Plate 4 Angert 2020 DM,A4,65,19,40,Angert Mimulus Ð 4,A4,40,8.32,
NS.1493.003.IDT_i7_189---IDT_i5_189.320,Wawona_2012_Centre_320,Wawona,S32,2012,Centre,Timeseries,320,Mimulus Timeseries Population Angert 2020,320_MPS12345930_H07,FASTQ,Wawona,5,01-Apr,B4,51.3,1.8,2.2,20,Quality Mimulus Plate 4 Angert 2020 DM,B4,65,8,40,Angert Mimulus Ð 4,B4,40,20,
NS.1493.003.IDT_i7_106---IDT_i5_106.321,Wawona_2012_Centre_321,Wawona,S32,2012,Centre,Timeseries,321,Mimulus Timeseries Population Angert 2020,321_MPS12345930_A08,FASTQ,Wawona,5,01-Apr,C4,270.7,1.9,2.4,42.8,Quality Mimulus Plate 4 Angert 2020 DM,C4,65,4,40,Angert Mimulus Ð 4,C4,40,42.8,
NS.1493.003.IDT_i7_118---IDT_i5_118.322,Wawona_2014_Centre_322,Wawona,S32,2014,Centre,Timeseries,322,Mimulus Timeseries Population Angert 2020,322_MPS12345930_B08,FASTQ,Wawona,5,01-Apr,D4,134.3,1.9,2.3,18.9,Quality Mimulus Plate 4 Angert 2020 DM,D4,65,8,40,Angert Mimulus Ð 4,D4,40,18.9,
NS.1493.003.IDT_i7_130---IDT_i5_130.323,Wawona_2014_Centre_323,Wawona,S32,2014,Centre,Timeseries,323,Mimulus Timeseries Population Angert 2020,323_MPS12345930_C08,FASTQ,Wawona,5,01-Apr,E4,43.1,1.8,2.3,8.7,Quality Mimulus Plate 4 Angert 2020 DM,E4,65,18,40,Angert Mimulus Ð 4,E4,40,8.65,
NS.1493.003.IDT_i7_142---IDT_i5_142.324,Wawona_2014_Centre_324,Wawona,S32,2014,Centre,Timeseries,324,Mimulus Timeseries Population Angert 2020,324_MPS12345930_D08,FASTQ,Wawona,5,01-Apr,F4,174,1.8,2.3,34.6,Quality Mimulus Plate 4 Angert 2020 DM,F4,65,5,40,Angert Mimulus Ð 4,F4,40,34.6,
NS.1493.003.IDT_i7_154---IDT_i5_154.325,Wawona_2014_Centre_325,Wawona,S32,2014,Centre,Timeseries,325,Mimulus Timeseries Population Angert 2020,325_MPS12345930_E08,FASTQ,Wawona,5,01-Apr,G4,268.7,1.9,2.4,52,Quality Mimulus Plate 4 Angert 2020 DM,G4,65,3,40,Angert Mimulus Ð 4,G4,40,52,
NS.1493.003.IDT_i7_166---IDT_i5_166.326,Wawona_2014_Centre_326,Wawona,S32,2014,Centre,Timeseries,326,Mimulus Timeseries Population Angert 2020,326_MPS12345930_F08,FASTQ,Wawona,5,R-2,G7,214.6,1.9,2.2,39.1,Quality Mimulus Plate 4 Angert 2020 DM,H4,65,4,40,Angert Mimulus Ð 4,H4,40,39.1,
NS.1493.003.IDT_i7_178---IDT_i5_178.327,Wawona_2014_Centre_327,Wawona,S32,2014,Centre,Timeseries,327,Mimulus Timeseries Population Angert 2020,327_MPS12345930_G08,FASTQ,Wawona,5,01-Apr,A5,153.6,1.9,2.3,21.4,Quality Mimulus Plate 4 Angert 2020 DM,A5,65,8,40,Angert Mimulus Ð 4,A5,40,21.4,
NS.1493.003.IDT_i7_190---IDT_i5_190.328,Wawona_2015_Centre_328,Wawona,S32,2015,Centre,Timeseries,328,Mimulus Timeseries Population Angert 2020,328_MPS12345930_H08,FASTQ,Wawona,5,01-Apr,B5,58.9,1.8,2.3,12.4,Quality Mimulus Plate 4 Angert 2020 DM,B5,65,13,40,Angert Mimulus Ð 4,B5,40,12.4,
NS.1493.003.IDT_i7_107---IDT_i5_107.329,Wawona_2015_Centre_329,Wawona,S32,2015,Centre,Timeseries,329,Mimulus Timeseries Population Angert 2020,329_MPS12345930_A09,FASTQ,Wawona,5,01-Apr,C5,193.2,1.9,2.3,10.3,Quality Mimulus Plate 4 Angert 2020 DM,C5,65,15,40,Angert Mimulus Ð 4,C5,40,10.3,
NS.1493.003.IDT_i7_149---IDT_i5_149.330,Wawona_2015_Centre_330,Wawona,S32,2015,Centre,Timeseries,330,Mimulus Timeseries Population Angert 2020,330_MPS12345930_E03,FASTQ,Wawona,5,01-Apr,D5,731.5,2,2.3,75.8,Quality Mimulus Plate 4 Angert 2020 DM,D5,65,2,40,Angert Mimulus Ð 4,D5,40,75.8,
NS.1493.003.IDT_i7_161---IDT_i5_161.331,Wawona_2015_Centre_331,Wawona,S32,2015,Centre,Timeseries,331,Mimulus Timeseries Population Angert 2020,331_MPS12345930_F03,FASTQ,Wawona,5,01-Apr,E5,672.2,2,2.2,60,Quality Mimulus Plate 4 Angert 2020 DM,E5,65,3,40,Angert Mimulus Ð 4,E5,40,60,
NS.1493.003.IDT_i7_119---IDT_i5_119.332,Wawona_2015_Centre_332,Wawona,S32,2015,Centre,Timeseries,332,Mimulus Timeseries Population Angert 2020,332_MPS12345930_B09,FASTQ,Wawona,5,R-2,H7,145.8,1.9,2.1,36.4,Quality Mimulus Plate 4 Angert 2020 DM,F5,45,5,40,Angert Mimulus Ð 4,F5,40,36.4,
NS.1493.003.IDT_i7_173---IDT_i5_173.333,Wawona_2015_Centre_333,Wawona,S32,2015,Centre,Timeseries,333,Mimulus Timeseries Population Angert 2020,333_MPS12345930_G03,FASTQ,Wawona,5,01-Apr,G5,739.7,2,2.3,60,Quality Mimulus Plate 4 Angert 2020 DM,G5,65,3,40,Angert Mimulus Ð 4,G5,40,60,
NS.1493.003.IDT_i7_131---IDT_i5_131.334,Wawona_2016_Centre_334,Wawona,S32,2016,Centre,Timeseries,334,Mimulus Timeseries Population Angert 2020,334_MPS12345930_C09,FASTQ,Wawona,5,01-Apr,H5,225.6,1.9,2.3,24.4,Quality Mimulus Plate 4 Angert 2020 DM,H5,65,7,40,Angert Mimulus Ð 4,H5,40,24.4,
NS.1493.003.IDT_i7_143---IDT_i5_143.335,Wawona_2016_Centre_335,Wawona,S32,2016,Centre,Timeseries,335,Mimulus Timeseries Population Angert 2020,335_MPS12345930_D09,FASTQ,Wawona,5,01-Apr,A6,475.9,1.9,2.4,47.5,Quality Mimulus Plate 4 Angert 2020 DM,A6,65,4,40,Angert Mimulus Ð 4,A6,40,47.5,
NS.1493.003.IDT_i7_155---IDT_i5_155.336,Wawona_2016_Centre_336,Wawona,S32,2016,Centre,Timeseries,336,Mimulus Timeseries Population Angert 2020,336_MPS12345930_E09,FASTQ,Wawona,5,01-Apr,B6,85.1,1.8,2.2,8.5,Quality Mimulus Plate 4 Angert 2020 DM,B6,65,18,40,Angert Mimulus Ð 4,B6,40,8.53,
NS.1493.003.IDT_i7_167---IDT_i5_167.337,Wawona_2016_Centre_337,Wawona,S32,2016,Centre,Timeseries,337,Mimulus Timeseries Population Angert 2020,337_MPS12345930_F09,FASTQ,Wawona,5,01-Apr,C6,18.4,1.6,2.2,3.3,Quality Mimulus Plate 4 Angert 2020 DM,C6,65,46,40,Angert Mimulus Ð 4,C6,40,3.27,
NS.1493.003.IDT_i7_179---IDT_i5_179.338,Wawona_2016_Centre_338,Wawona,S32,2016,Centre,Timeseries,338,Mimulus Timeseries Population Angert 2020,338_MPS12345930_G09,FASTQ,Wawona,5,01-Apr,D6,29.7,1.7,2.1,4.9,Quality Mimulus Plate 4 Angert 2020 DM,D6,65,31,40,Angert Mimulus Ð 4,D6,40,4.92,
NS.1493.003.IDT_i7_191---IDT_i5_191.339,Wawona_2016_Centre_339,Wawona,S32,2016,Centre,Timeseries,339,Mimulus Timeseries Population Angert 2020,339_MPS12345930_H09,FASTQ,Wawona,5,01-Apr,E6,44.6,1.9,2.2,7,Quality Mimulus Plate 4 Angert 2020 DM,E6,65,22,40,Angert Mimulus Ð 4,E6,40,7.01,
NS.1493.003.IDT_i7_108---IDT_i5_108.340,DeerCreek_2011_North_340,DeerCreek,S36,2011,North,Both,340,Mimulus Timeseries Population Angert 2020,340_MPS12345930_A10,FASTQ,Deer Creek,10,01-Apr,F6,98.4,1.9,2.3,11.3,Quality Mimulus Plate 4 Angert 2020 DM,F6,65,14,40,Angert Mimulus Ð 4,F6,40,11.3,
NS.1493.003.IDT_i7_120---IDT_i5_120.341,DeerCreek_2011_North_341,DeerCreek,S36,2011,North,Both,341,Mimulus Timeseries Population Angert 2020,341_MPS12345930_B10,FASTQ,Deer Creek,10,01-Apr,G6,102.1,1.8,2.3,8,Quality Mimulus Plate 4 Angert 2020 DM,G6,65,19,40,Angert Mimulus Ð 4,G6,40,8.02,
NS.1493.004.IDT_i7_77---IDT_i5_77.342,DeerCreek_2011_North_342,DeerCreek,S36,2011,North,Both,342,Mimulus Timeseries Population Angert 2020,342_MPS12346083_G04,FASTQ,Deer Creek,10,R-1,D2,122.5,1.9,2.1,19.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F12,40,8,40,Angert Mimulus Ð 8,F12,40,19.4,
NS.1493.004.IDT_i7_132---IDT_i5_132.343,DeerCreek_2011_North_343,DeerCreek,S36,2011,North,Both,343,Mimulus Timeseries Population Angert 2020,343_MPS12345930_C10,FASTQ,Deer Creek,10,01-Apr,H6,290.8,1.9,2.3,11.3,Quality Mimulus Plate 4 Angert 2020 DM,H6,65,14,40,Angert Mimulus Ð 4,H6,40,11.3,
NS.1493.004.IDT_i7_144---IDT_i5_144.344,DeerCreek_2011_North_344,DeerCreek,S36,2011,North,Both,344,Mimulus Timeseries Population Angert 2020,344_MPS12345930_D10,FASTQ,Deer Creek,10,01-Apr,A7,115.9,2,2.3,23.9,Quality Mimulus Plate 4 Angert 2020 DM,A7,45,7,30,Angert Mimulus Ð 4,A7,30,23.9,
NS.1493.003.IDT_i7_185---IDT_i5_185.345,DeerCreek_2011_North_345,DeerCreek,S36,2011,North,Both,345,Mimulus Timeseries Population Angert 2020,345_MPS12345930_H03,FASTQ,Deer Creek,10,R-5,B4,91.7,1.9,2.5,56.4,Quality Mimulus Plate 4 Angert 2020 DM,B7,30,3,25,Angert Mimulus Ð 4,B7,25,56.4,
NS.1493.004.IDT_i7_156---IDT_i5_156.346,DeerCreek_2011_North_346,DeerCreek,S36,2011,North,Both,346,Mimulus Timeseries Population Angert 2020,346_MPS12345930_E10,FASTQ,Deer Creek,10,01-Apr,C7,160.4,2.1,2.4,22.9,Quality Mimulus Plate 4 Angert 2020 DM,C7,45,7,30,Angert Mimulus Ð 4,C7,30,22.9,
NS.1493.003.IDT_i7_102---IDT_i5_102.347,DeerCreek_2011_North_347,DeerCreek,S36,2011,North,Both,347,Mimulus Timeseries Population Angert 2020,347_MPS12345930_A04,FASTQ,Deer Creek,10,R-5,D4,217.7,1.9,2.4,70.3,Quality Mimulus Plate 4 Angert 2020 DM,D7,30,3,25,Angert Mimulus Ð 4,D7,25,70.3,
NS.1493.004.IDT_i7_89---IDT_i5_89.348,DeerCreek_2011_North_348,DeerCreek,S36,2011,North,Both,348,Mimulus Timeseries Population Angert 2020,348_MPS12346083_H04,FASTQ,Deer Creek,10,R-1,F2,46.5,1.9,2,9.9,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G12,40,16,40,Angert Mimulus Ð 8,G12,40,9.88,
NS.1493.003.IDT_i7_168---IDT_i5_168.349,DeerCreek_2011_North_349,DeerCreek,S36,2011,North,Both,349,Mimulus Timeseries Population Angert 2020,349_MPS12345930_F10,FASTQ,Deer Creek,10,01-Apr,E7,71.1,2.1,2.3,7.4,Quality Mimulus Plate 4 Angert 2020 DM,E7,45,21,30,Angert Mimulus Ð 4,E7,30,7.39,
NS.1493.003.IDT_i7_180---IDT_i5_180.350,DeerCreek_2012_North_350,DeerCreek,S36,2012,North,Timeseries,350,Mimulus Timeseries Population Angert 2020,350_MPS12345930_G10,FASTQ,Deer Creek,10,01-Apr,F7,63,2.1,2.3,7.9,Quality Mimulus Plate 4 Angert 2020 DM,F7,40,20,30,Angert Mimulus Ð 4,F7,30,7.89,
NS.1493.004.IDT_i7_129---IDT_i5_129.351,DeerCreek_2012_North_351,DeerCreek,S36,2012,North,Timeseries,351,Mimulus Timeseries Population Angert 2020,351_MPS12345945_C04,FASTQ,Deer Creek,10,01-Apr,G7,908,2.2,2.4,91.8,Quality Mimulus Plate 4 Angert 2020 DM,G7,45,2,30,Angert Mimulus Ð 4,G7,30,91.8,
NS.1493.003.IDT_i7_192---IDT_i5_192.352,DeerCreek_2012_North_352,DeerCreek,S36,2012,North,Timeseries,352,Mimulus Timeseries Population Angert 2020,352_MPS12345930_H10,FASTQ,Deer Creek,10,01-Apr,H7,110.1,2.1,2.5,20.3,Quality Mimulus Plate 4 Angert 2020 DM,H7,45,8,30,Angert Mimulus Ð 4,H7,30,20.3,
NS.1480.001.IDT_i7_1---IDT_i5_1.353,DeerCreek_2012_North_353,DeerCreek,S36,2012,North,Timeseries,353,Mimulus Timeseries Population Angert 2020,353_MPS12345930_A11,FASTQ,Deer Creek,10,01-Apr,A8,154,2.1,2.3,32.2,Quality Mimulus Plate 4 Angert 2020 DM,A8,45,5,30,Angert Mimulus Ð 4,A8,30,32.2,
NS.1480.001.IDT_i7_13---IDT_i5_13.354,DeerCreek_2012_North_354,DeerCreek,S36,2012,North,Timeseries,354,Mimulus Timeseries Population Angert 2020,354_MPS12345930_B11,FASTQ,Deer Creek,10,01-Apr,B8,152.1,2.1,2.4,39.9,Quality Mimulus Plate 4 Angert 2020 DM,B8,45,4,30,Angert Mimulus Ð 4,B8,30,39.9,
NS.1493.003.IDT_i7_126---IDT_i5_126.355,DeerCreek_2012_North_355,DeerCreek,S36,2012,North,Timeseries,355,Mimulus Timeseries Population Angert 2020,355_MPS12345930_C04,FASTQ,Deer Creek,10,01-Apr,C8,409.4,2.1,2.4,51.6,Quality Mimulus Plate 4 Angert 2020 DM,C8,45,3,30,Angert Mimulus Ð 4,C8,30,51.6,
NS.1480.001.IDT_i7_25---IDT_i5_25.356,DeerCreek_2012_North_356,DeerCreek,S36,2012,North,Timeseries,356,Mimulus Timeseries Population Angert 2020,356_MPS12345930_C11,FASTQ,Deer Creek,10,01-Apr,D8,191.4,2.1,2.4,43.1,Quality Mimulus Plate 4 Angert 2020 DM,D8,45,4,30,Angert Mimulus Ð 4,D8,30,43.1,
NS.1480.001.IDT_i7_37---IDT_i5_37.357,DeerCreek_2012_North_357,DeerCreek,S36,2012,North,Timeseries,357,Mimulus Timeseries Population Angert 2020,357_MPS12345930_D11,FASTQ,Deer Creek,10,01-Apr,E8,144.9,2,2.4,36.2,Quality Mimulus Plate 4 Angert 2020 DM,E8,45,5,30,Angert Mimulus Ð 4,E8,30,36.2,
NS.1480.001.IDT_i7_49---IDT_i5_49.358,DeerCreek_2012_North_358,DeerCreek,S36,2012,North,Timeseries,358,Mimulus Timeseries Population Angert 2020,358_MPS12345930_E11,FASTQ,Deer Creek,10,01-Apr,F8,76.8,2.1,2.4,11.5,Quality Mimulus Plate 4 Angert 2020 DM,F8,45,14,30,Angert Mimulus Ð 4,F8,30,11.5,
